"","ID","Orig","NumAv","NumUp","NumDn","ChangeUp","ChangeDn","ChangeBt","Gender","Age","LocUS"
"2518","2518","Laurel",40,42,38,1,1,1,"M","40","Southeast"
"2519","2519","Laurel",49,64,34,1,1,1,"M","25",""
"2520","2520","Laurel",39,42,36,1,1,1,"M","25","West"
"2521","2521","Laurel",41,44,38,1,1,1,"M","25","Southwest"
"2522","2522","Yanney",60,60,60,1,1,1,"M","25",""
"2523","2523","Laurel",45,48,42,1,1,1,"M","25",""
"2524","2524","Laurel",,50,,1,1,1,"M","18",""
"2525","2525","Laurel",40,42,38,1,1,1,"NB","40","West"
"2526","2526","Laurel",42,44,40,1,1,1,"M","45","Midwest"
"2527","2527","Laurel",42,42,42,1,1,1,"M","30","Northeast"
"2528","2528","Laurel",,,38,1,1,1,"M",,""
"2529","2529","Laurel",,,,1,0,0,,,""
"2530","2530","Laurel",43,42,44,1,1,1,"M","30",""
"2531","2531","Laurel",,,,1,0,0,,,""
"2532","2532","Laurel",37,36,38,1,1,1,"M","35",""
"2533","2533","Laurel",37,36,38,1,1,1,"M","35",""
"2534","2534","Laurel",36,36,36,1,1,1,"M","35",""
"2535","2535","",,,,0,0,0,,,""
"2536","2536","Yanney",53,54,52,1,1,1,"M","25","Southeast"
"2537","2537","Laurel",,42,,1,0,0,"M","30",""
"2538","2538","Yanney",59,60,58,1,1,1,"M","18",""
"2539","2539","Laurel",,,42,1,1,1,"M","30","Southeast"
"2540","2540","Laurel",,,,1,0,0,"Prefer not to say","25","Midwest"
"2541","2541","Yanney",44,44,44,1,1,1,"M","30",""
"2542","2542","Yanney",49,52,46,1,1,1,"M","25","Northeast"
"2543","2543","Yanney",46,46,46,1,1,1,"M","18",""
"2544","2544","Laurel",,,32,0,1,0,"M",,"West"
"2545","2545","Laurel",46,48,44,1,1,1,"M","30",""
"2546","2546","Laurel",,,,0,0,0,"M","25",""
"2547","2547","Yanney",,,58,0,1,0,"M","25","Southeast"
"2548","2548","Laurel",,,52,1,1,1,"F","18","West"
"2549","2549","Laurel",53,46,60,1,1,1,"M","25",""
"2550","2550","Laurel",,,44,0,1,0,,"25","Southeast"
"2551","2551","Yanney",,58,,1,0,0,"M",,"Northeast"
"2552","2552","Laurel",42,42,42,1,1,1,"M","25","Northeast"
"2553","2553","Laurel",41,44,38,1,1,1,"M","40",""
"2554","2554","Laurel",43,48,38,1,1,1,"M","35",""
"2555","2555","Laurel",42,42,42,1,1,1,"M","35","West"
"2556","2556","Yanney",,,,0,0,0,"M","25",""
"2557","2557","Yanney",,,,1,0,0,"F","25",""
"2558","2558","Yanney",,58,,1,0,0,"F","25",""
"2559","2559","Yanney",45,44,46,1,1,1,"M","25",""
"2560","2560","Laurel",46,48,44,1,1,1,"M","25","Midwest"
"2561","2561","Yanney",,,,0,0,0,"M","25",""
"2562","2562","Yanney",47,48,46,1,1,1,"M","25",""
"2563","2563","Yanney",48,48,48,1,1,1,"F","25","West"
"2564","2564","Yanney",,,,0,0,0,"M","25","Midwest"
"2565","2565","Yanney",,,,0,0,0,"M","25",""
"2566","2566","Laurel",52,56,48,1,1,1,"M","25",""
"2567","2567","Yanney",,,,0,0,0,"NB","25",""
"2568","2568","Yanney",,,,0,0,0,"M","25",""
"2569","2569","Laurel",41,40,42,1,1,1,"M","50","Southeast"
"2570","2570","Yanney",,52,,1,0,0,"F","18",""
"2571","2571","Yanney",,,,0,0,0,"M","25","Northeast"
"2572","2572","Yanney",45,54,36,1,1,1,"M","25","Southwest"
"2573","2573","Yanney",,64,,1,0,0,"F","40","Midwest"
"2574","2574","Laurel",39,42,36,1,1,1,"M","30",""
"2575","2575","Laurel",46,42,50,1,1,1,"M","40",""
"2576","2576","Laurel",,,,1,1,1,"M","30",""
"2577","2577","Laurel",,,44,1,1,1,"Prefer not to say",,"Midwest"
"2578","2578","Laurel",,,58,1,1,1,"M","30",""
"2579","2579","Laurel",44,44,44,1,1,1,"M","30",""
"2580","2580","Laurel",,,40,1,1,1,"M","25",""
"2581","2581","Yanney",48,56,40,1,1,1,"F","25","Northeast"
"2582","2582","Laurel",,44,,1,0,0,"M","35",""
"2583","2583","Laurel",39,40,38,1,1,1,"M","25",""
"2584","2584","Yanney",,,,0,0,0,"M","25",""
"2585","2585","Laurel",,,40,1,1,1,"M","25",""
"2586","2586","Laurel",48,44,52,1,1,1,"M","35","Northeast"
"2587","2587","Laurel",,,40,0,1,0,"M","30","Southeast"
"2588","2588","Laurel",,,34,1,1,1,"M","25",""
"2589","2589","Laurel",,,,1,0,0,,,""
"2590","2590","Laurel",39,42,36,1,1,1,"M","25",""
"2591","2591","Yanney",52,44,60,1,1,1,"M","30",""
"2592","2592","Laurel",42,44,40,1,1,1,"M","30",""
"2593","2593","",,,,0,0,0,,,""
"2594","2594","Yanney",57,56,58,1,1,1,"NB","55","West"
"2595","2595","Laurel",41,44,38,1,1,1,"M","30",""
"2596","2596","Laurel",,,42,0,1,0,"M","25","Midwest"
"2597","2597","Laurel",38,40,36,1,1,1,"M","35",""
"2598","2598","Laurel",,,40,0,1,0,"M","35",""
"2599","2599","Yanney",56,60,52,1,1,1,"F","25",""
"2600","2600","Laurel",41,42,40,1,1,1,"M","25",""
"2601","2601","Laurel",43,44,42,1,1,1,"M","25",""
"2602","2602","Laurel",,,,1,0,0,"M","25",""
"2603","2603","Yanney",,,,0,0,0,"M","35",""
"2604","2604","Yanney",50,48,52,1,1,1,"M","18",""
"2605","2605","",,,,0,0,0,,,""
"2606","2606","Laurel",44,44,44,1,1,1,"M","25","West"
"2607","2607","Laurel",56,62,50,1,1,1,"M","25","West"
"2608","2608","Yanney",51,58,44,1,1,1,"M",,""
"2609","2609","Laurel",40,46,34,1,1,1,"M","25",""
"2610","2610","Yanney",,,,0,0,0,"M","45","West"
"2611","2611","Yanney",,,,0,0,0,"F","30",""
"2612","2612","Yanney",58,50,66,1,1,1,"Prefer not to say",,""
"2613","2613","Yanney",,46,,1,0,0,"Prefer not to say",,""
"2614","2614","Laurel",,,,0,0,0,"M","40","Midwest"
"2615","2615","Laurel",,,42,1,1,1,"M","18","Northeast"
"2616","2616","Laurel",,,,0,0,0,"M","25","Midwest"
"2617","2617","Yanney",,,,0,0,0,"M",,""
"2618","2618","Laurel",39,46,32,1,1,1,"M","30","West"
"2619","2619","Yanney",54,56,52,1,1,1,"M","18",""
"2620","2620","Laurel",39,38,40,1,1,1,"F","35",""
"2621","2621","Yanney",,,,1,0,0,"F","18",""
"2622","2622","Yanney",65,66,64,1,1,1,"M","30","Midwest"
"2623","2623","Laurel",,40,,1,0,0,"M","25",""
"2624","2624","Laurel",,,42,1,1,1,"M","25",""
"2625","2625","Laurel",,,,1,0,0,,,""
"2626","2626","Laurel",,,40,1,1,1,"M","25",""
"2627","2627","Yanney",38,44,32,1,1,1,"M","18","West"
"2628","2628","Laurel",,,44,1,1,1,"M","25","Southeast"
"2629","2629","Yanney",54,54,54,1,1,1,"M","18","Southwest"
"2630","2630","Laurel",,,34,0,1,0,"M","40","Northeast"
"2631","2631","Laurel",45,32,58,1,1,1,"M","18","Midwest"
"2632","2632","",,,,0,0,0,,,""
"2633","2633","Laurel",,,,0,0,0,,,""
"2634","2634","Yanney",,,,1,0,0,"M","25",""
"2635","2635","Laurel",39,42,36,1,1,1,"M","35","Hawaii, Alaska or other territory"
"2636","2636","Laurel",37,34,40,1,1,1,"M","30",""
"2637","2637","Yanney",51,56,46,1,1,1,"M","30",""
"2638","2638","Laurel",40,42,38,1,1,1,"M","30",""
"2639","2639","Yanney",46,48,44,1,1,1,"M","25",""
"2640","2640","Laurel",43,42,44,1,1,1,"M","25","West"
"2641","2641","Laurel",41,42,40,1,1,1,"M","25","West"
"2642","2642","Yanney",45,46,44,1,1,1,"M","18",""
"2643","2643","Laurel",,,,0,0,0,"M","18",""
"2644","2644","Laurel",41,44,38,1,1,1,"M","30",""
"2645","2645","Yanney",,,,0,0,0,"F","30","West"
"2646","2646","Yanney",,,,0,0,0,"M","18","Midwest"
"2647","2647","Laurel",,,38,0,1,0,"M","25","Midwest"
"2648","2648","",,,,0,0,0,,,""
"2649","2649","Laurel",41,46,36,1,1,1,"M","30","Midwest"
"2650","2650","Laurel",42,46,38,1,1,1,"M","25","Northeast"
"2651","2651","Laurel",,,38,0,1,0,"M","30",""
"2652","2652","Laurel",,,,0,0,0,"M","30","Southwest"
"2654","2654","Laurel",39,38,40,1,1,1,"F","25","West"
"2655","2655","Laurel",38,40,36,1,1,1,"M","35",""
